[2026-04-02T00:30:33.474Z] GET https://www.jiliguala.com/ → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/28ed6740-724d-4113-9584-fee0a75ceac9_20250328112644.svg → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/9fd0b131-9fdb-4105-88ea-20e57e4cf257_20250328165255.png → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/b223dd7a-5429-48c1-98e9-b0be63bffc67_20250328112738.svg → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/5aea41ea-7c67-4604-b7b0-de7a510e60ce_20250328165451.png → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/65fbdc2d-18bd-43a8-912c-8f43228ed9b3_20250328112810.svg → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://www.jiliguala.com/assets/section1-bgbottom-1-f89f9408.png → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://www.jiliguala.com/assets/section1-titlebox-1-58ab6855.png → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/7f2c998a-ebbb-464f-ab6b-8bbac22968ac_20250328131941.png → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://www.jiliguala.com/assets/section1-action-btn-1@2x-9e012c9f.png → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://www.jiliguala.com/assets/product1-bg1-3-24ae6f6d.png → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://www.jiliguala.com/assets/product1-symbol-1@2x-73337ee5.png → pending (?ms, ?B)
[2026-04-02T00:30:34.181Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/6a144fc7-d11a-43eb-abb1-e91a48036199_20250328150400.svg → pending (?ms, ?B)
[2026-04-02T00:30:34.182Z] GET https://www.jiliguala.com/assets/product2-symbol-1@2x-d20c0fc0.png → pending (?ms, ?B)
[2026-04-02T00:30:34.182Z] GET https://www.jiliguala.com/assets/product-bg2-1-eef6c548.png → pending (?ms, ?B)
[2026-04-02T00:30:34.182Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/0553cfb4-9ecf-46d7-9d87-08863a3c9fb6_20250328170848.svg → pending (?ms, ?B)
[2026-04-02T00:30:34.182Z] GET https://www.jiliguala.com/assets/product-symbol-1@2x-498b3ffb.png → pending (?ms, ?B)
[2026-04-02T00:30:34.182Z] GET https://www.jiliguala.com/assets/vector-1528-1-91bda068.png → pending (?ms, ?B)
[2026-04-02T00:30:34.182Z] GET https://www.jiliguala.com/assets/user1-1-db233133.png → pending (?ms, ?B)
[2026-04-02T00:30:34.221Z] GET https://www.jiliguala.com/assets/user1-2-3922d95b.png → pending (?ms, ?B)
[2026-04-02T00:30:34.221Z] GET https://www.jiliguala.com/assets/user1-3-201cf1f3.png → pending (?ms, ?B)
[2026-04-02T00:30:34.221Z] GET https://www.jiliguala.com/assets/user1-4-f9c40095.png → pending (?ms, ?B)
[2026-04-02T00:30:34.221Z] GET https://www.jiliguala.com/assets/section4-ip1-1-848e7f33.png → pending (?ms, ?B)
[2026-04-02T00:30:34.221Z] GET https://www.jiliguala.com/assets/section5-bgmobile-a27a02a0.png → pending (?ms, ?B)
[2026-04-02T00:30:34.221Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/b61898c4-9822-4b7e-8163-63a95f787f7b_20250328152120.png → pending (?ms, ?B)
[2026-04-02T00:30:34.221Z] GET https://www.jiliguala.com/assets/section6-bg-1-d7a5fc56.png → pending (?ms, ?B)
[2026-04-02T00:30:34.221Z] GET https://www.jiliguala.com/assets/logo-ng-1-3d184120.png → pending (?ms, ?B)
[2026-04-02T00:30:34.221Z] GET https://www.jiliguala.com/assets/logo-prh-1-123151bd.png → pending (?ms, ?B)
[2026-04-02T00:30:34.221Z] GET https://www.jiliguala.com/assets/logo-scholastic-1-44f0ece8.png → pending (?ms, ?B)
[2026-04-02T00:30:34.422Z] GET https://cdnjs.cloudflare.com/ajax/libs/meyer-reset/2.0/reset.min.css → pending (?ms, ?B)
[2026-04-02T00:30:35.117Z] GET https://www.jiliguala.com/assets/section-1-bg1-1-14c3ee2d.png → 200 (156ms, 27408B)
[2026-04-02T00:30:35.730Z] GET https://www.palfish.com/ → pending (?ms, ?B)
[2026-04-02T00:30:36.915Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/css/chunk-vendors.568ad9b8.css → pending (?ms, ?B)
[2026-04-02T00:30:36.915Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/css/ipalfishorg.368d6871.css → pending (?ms, ?B)
[2026-04-02T00:30:36.915Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/js/chunk-vendors.108af88f.js → pending (?ms, ?B)
[2026-04-02T00:30:36.915Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/js/chunk-common.ed4964a5.js → pending (?ms, ?B)
[2026-04-02T00:30:36.915Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/js/ipalfishorg.b82a9d37.js → pending (?ms, ?B)
[2026-04-02T00:30:38.333Z] POST https://sentrynew.pri.ibanyu.com/api/419/envelope/?sentry_key=2881840a15944cd18cd793dec3cc9670&sentry_version=7 → 200 (324ms, 2B)
[2026-04-02T00:30:38.333Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/css/chunk-746f6149.e4427012.css → 200 (107ms, 313B)
[2026-04-02T00:30:38.333Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/js/chunk-746f6149.7b189d38.js → 200 (207ms, 100B)
[2026-04-02T00:30:38.425Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/logo_ten.edef4b1a.png → 200 (133ms, 8464B)
[2026-04-02T00:30:38.425Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section4-bg.3298b32f.png → 200 (114ms, 197673B)
[2026-04-02T00:30:38.425Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section6-bg.d89baf90.png → 200 (192ms, 12177B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/top-english-mobile.083a8ad8.png → 200 (190ms, 7061B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/top-class-mobile.22eabf4b.png → 200 (213ms, 7365B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/top-palfish-read-mobile.469df386.png → 200 (209ms, 9360B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/top-touch-mobile.0f8aad64.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/top-read-mobile.e7bdb43d.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/top-lamp-mobile.2506c64b.png → 200 (219ms, 6071B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/banner-ball.e91041ce.png → 200 (230ms, 103857B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/girl.0b86b338.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section1-1-1.7c0d9664.png → 200 (300ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section1-1-2.0b35d924.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/daily-reading.718410d1.gif → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section1-2-2.5430126d.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section1-2-1.3640ae00.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/home-gif-1.6b668bb4.gif → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/home-gif-2.338d0471.gif → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section1-3-1.c746ad1f.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section1-3-2.8741998b.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section1-3-3.0d1c82f0.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section1-3-4.373422e4.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section2-lamp.4fba8b89.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section2-lamp-mobile.05550c26.png → pending (?ms, ?B)
[2026-04-02T00:30:38.428Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section3-1.92d556d3.png → pending (?ms, ?B)
[2026-04-02T00:30:38.429Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section3-2.df57f602.png → pending (?ms, ?B)
[2026-04-02T00:30:38.429Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section3-3.5520e2c0.png → pending (?ms, ?B)
[2026-04-02T00:30:38.429Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/news18-1.b74fcbd7.png → pending (?ms, ?B)
[2026-04-02T00:30:38.429Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/news17-1.fe6272b4.png → pending (?ms, ?B)
[2026-04-02T00:30:38.429Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/news16-1.1c24ea7f.jpeg → pending (?ms, ?B)
[2026-04-02T00:30:38.429Z] POST https://www.ipalfish.com/klian/report/realtime/log/data → pending (?ms, ?B)
[2026-04-02T00:30:38.539Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/fonts/gotham_round_medium.6f2549bf.ttf → pending (?ms, ?B)
[2026-04-02T00:30:38.539Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/fonts/gotham_round_bold.500ba530.ttf → pending (?ms, ?B)
[2026-04-02T00:30:43.449Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section4-bg-1.626edfcc.png → pending (?ms, ?B)
[2026-04-02T00:30:43.449Z] GET https://jps04.cdnpalfish.com/i18n-ipalfish-org/static/img/section6-bg-1.c40e277b.png → pending (?ms, ?B)
[2026-04-02T00:30:57.944Z] GET https://www.jiliguala.com/ → 200 (2ms, 103614B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/index-632519e5.js → 200 (21ms, 100683B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/index-d20c46e4.css → 200 (9ms, 200860B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/MainLayout-a9687004.js → 200 (22ms, 88585B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/index-dae50b2c.js → 200 (20ms, 345B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/_plugin-vue_export-helper-c27b6911.js → 200 (21ms, 91B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/MainLayout-d0f93e44.css → 200 (18ms, 6690B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/index-df5592af.js → 200 (21ms, 75731B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/footer-6ec63e2d.js → 200 (21ms, 10361B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/footer-1499c014.css → 200 (18ms, 2998B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/index-6e3db525.css → 200 (19ms, 55507B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/section1-titlebox-cdd9e45f.png → 200 (19ms, 60048B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/section1-action-btn-c4445d92.png → 200 (19ms, 37183B)
[2026-04-02T00:30:58.003Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/da4137bb-dad1-4bd7-8585-8ad85dd028d8_20250328131501.png → 200 (58ms, ?B)
[2026-04-02T00:30:58.003Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/965a1e95-ac11-440f-a9ae-2aa983fc2387_20250328130904.svg → 200 (61ms, 11016B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/product1-bg2-1-0ee1a2d6.png → 200 (20ms, 15855B)
[2026-04-02T00:30:58.003Z] GET https://www.jiliguala.com/assets/product1-img-30aabf13.png → 200 (20ms, 281978B)
[2026-04-02T00:30:58.010Z] GET https://www.jiliguala.com/assets/product1-symbol@2x-b494a997.png → 200 (13ms, 6096B)
[2026-04-02T00:30:58.010Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/344e49b6-f8bd-4e1f-abb2-280129c31cf9_20250328135008.svg → 200 (55ms, 578B)
[2026-04-02T00:30:58.010Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/e7485319-7e13-4c57-9502-cf6cbf3445ff_20250328173421.svg → 200 (55ms, 577B)
[2026-04-02T00:30:58.010Z] GET https://www.jiliguala.com/assets/productbg3-e734d055.png → 200 (16ms, 8563B)
[2026-04-02T00:30:58.010Z] GET https://www.jiliguala.com/assets/productbg1-eebc4fed.png → 200 (16ms, 8820B)
[2026-04-02T00:30:58.010Z] GET https://www.jiliguala.com/assets/productbg2-8e539933.png → 200 (16ms, 8572B)
[2026-04-02T00:30:58.010Z] GET https://www.jiliguala.com/assets/product1-ipguagua-9f78acbd.png → 200 (24ms, 12421B)
[2026-04-02T00:30:58.010Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/0792c8dd-2048-4fd3-a8e0-19d495773b67_20250328135357.svg → 200 (52ms, ?B)
[2026-04-02T00:30:58.010Z] GET https://www.jiliguala.com/assets/product2-symbol@2x-96779d6f.png → 200 (24ms, 6553B)
[2026-04-02T00:30:58.010Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/d5590e0b-c386-4caa-85a7-1ac7cef57ccd_20250328181311.png → 200 (55ms, 394455B)
[2026-04-02T00:30:58.010Z] GET https://www.jiliguala.com/assets/product-symbol@2x-978ffacc.png → 200 (26ms, 6767B)
[2026-04-02T00:30:58.010Z] GET https://www.jiliguala.com/assets/vector-1528-8d50126d.png → 200 (26ms, 11158B)
[2026-04-02T00:30:58.010Z] GET https://www.jiliguala.com/assets/usermobiel-1-bdff1fd6.png → 200 (26ms, 117286B)
[2026-04-02T00:30:58.010Z] GET https://www.jiliguala.com/assets/section4-ip1-e26d2ed7.png → 200 (27ms, 9453B)
[2026-04-02T00:30:58.010Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/c17dda89-56e6-4b4d-8127-a175e2916f04_20250328151919.png → 200 (61ms, 227951B)
[2026-04-02T00:30:58.010Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/4229f55a-2d09-4c4c-ba39-096351a91ce2_20250328152016.png → 200 (62ms, 231446B)
[2026-04-02T00:30:58.010Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/3fa88b06-f062-457c-9421-1094729ec0b0_20250328163624.png → 200 (66ms, 244752B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/d8343a23-0cdd-43a0-bcb0-40b4752f9966_20250328110658.png → 200 (64ms, 83219B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/6d853475-066f-43ba-ba1c-f18a821660d0_20250328110802.png → 200 (64ms, 72241B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/77809990-ea59-4c0d-b0b8-1671505d7b28_20250328111345.png → 200 (64ms, 22402B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/abc8f8c2-62a3-4a5b-a389-41c1689b604f_20250328111929.png → 200 (65ms, 50915B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/logo-ng-b9532585.png → 200 (29ms, 10018B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/logo-prh-bc1c6d8a.png → 200 (29ms, 32650B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/logo-collins-1-56bbd6b3.png → 200 (29ms, 9275B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/logo-scholastic-2c01030c.png → 200 (29ms, 5971B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/content-tiny-53492678.png → 200 (30ms, 9476B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/7e52e89a-5646-4ebe-b7a1-f46089c605b6_20250328155712.svg → 200 (71ms, 21553B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/b74c1823-2b92-46e4-8b5e-cc19fbdb2561_20250328182942.jpg → 200 (65ms, 8126B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/990c75b5-8dbb-4ad8-8e8b-b0c55d00c984_20250328165610.png → 200 (64ms, 2138B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/28ed6740-724d-4113-9584-fee0a75ceac9_20250328112644.svg → 200 (65ms, 2707B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/9fd0b131-9fdb-4105-88ea-20e57e4cf257_20250328165255.png → 200 (65ms, 1657B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/b223dd7a-5429-48c1-98e9-b0be63bffc67_20250328112738.svg → 200 (66ms, 1415B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/5aea41ea-7c67-4604-b7b0-de7a510e60ce_20250328165451.png → 200 (72ms, 2102B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/65fbdc2d-18bd-43a8-912c-8f43228ed9b3_20250328112810.svg → 200 (68ms, 2273B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/section1-bgbottom-1-f89f9408.png → 200 (31ms, 6122B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/section1-titlebox-1-58ab6855.png → 200 (31ms, 58163B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/7f2c998a-ebbb-464f-ab6b-8bbac22968ac_20250328131941.png → 200 (64ms, ?B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/section1-action-btn-1@2x-9e012c9f.png → 200 (31ms, 38420B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/product1-bg1-3-24ae6f6d.png → 200 (32ms, 9929B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/product1-symbol-1@2x-73337ee5.png → 200 (32ms, 6108B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/6a144fc7-d11a-43eb-abb1-e91a48036199_20250328150400.svg → 200 (61ms, ?B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/product2-symbol-1@2x-d20c0fc0.png → 200 (32ms, 6555B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/product-bg2-1-eef6c548.png → 200 (32ms, 26618B)
[2026-04-02T00:30:58.011Z] GET https://qiniucdn.jiliguala.com/ram/notifaction_picture/0553cfb4-9ecf-46d7-9d87-08863a3c9fb6_20250328170848.svg → 200 (62ms, ?B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/product-symbol-1@2x-498b3ffb.png → 200 (36ms, 6772B)
[2026-04-02T00:30:58.011Z] GET https://www.jiliguala.com/assets/vector-1528-1-91bda068.png → 200 (36ms, 23758B)
